"[[0.0, 0.0], [158.0, 1.0], [158.0, 137.0], [0.0, 137.5]]","[[0.0, 0.0], [372.5, 12.0], [309.5, 98.0], [295.0, 138.0], [261.0, 130.0], [3.0, 141.0]]","[[79.14442413162706, -67.87477148080438], [82.14442413162706, 73.12522851919562], [82.14442413162706, 209.12522851919562], [-75.85557586837294, 209.62522851919562], [-448.35557586837297, 197.62522851919562], [-448.35557586837297, 60.125228519195616], [-385.35557586837297, -25.874771480804384], [-370.85557586837297, -65.87477148080438], [-212.85557586837294, -64.87477148080438], [-206.6915069594312, -63.42440232575927], [-78.85557586837294, -68.87477148080438]]"
"[[0.0, 0.5], [119.5, 0.0], [121.0, 40.0], [0.0, 39.0]]","[[5.0, 57.5], [239.0, 56.5], [363.5, 10.5], [428.0, 22.0], [465.0, 23.5], [524.5, 0.0], [548.5, 147.5], [539.0, 198.0], [0.0, 203.5]]","[[60.49205445347882, 20.084183065391848], [55.49205445347882, 166.08418306539184], [-178.50794554652117, 167.08418306539184], [-303.00794554652117, 213.08418306539184], [-424.00794554652117, 212.08418306539184], [-431.50607054652113, 210.74730806539185], [-464.00794554652117, 223.58418306539184], [-585.0079455465212, 222.58418306539184], [-609.0079455465212, 75.08418306539184], [-609.0079455465212, 36.58418306539185], [-599.5079455465212, -13.915816934608152], [-60.50794554652118, -19.415816934608152], [58.99205445347882, -19.915816934608152]]"
"[[0.0, 0.5], [119.5, 0.0], [121.0, 40.0], [0.0, 39.0]]","[[0.0, 0.0], [158.0, 1.0], [158.0, 137.0], [0.0, 137.5]]","[[60.49205445347882, 20.084183065391848], [60.49205445347882, 157.58418306539184], [-97.50794554652117, 156.58418306539184], [-218.50794554652117, 155.58418306539184], [-218.50794554652117, 117.08418306539184], [-218.50794554652117, 19.584183065391848], [-218.50794554652117, -18.915816934608152], [-99.00794554652117, -19.415816934608152], [58.99205445347882, -19.915816934608152]]"
"[[0.0, 0.5], [119.5, 0.0], [121.0, 40.0], [0.0, 39.0]]","[[0.0, 0.5], [119.5, 0.0], [121.0, 40.0], [0.0, 39.0]]","[[179.99205445347883, -18.915816934608152], [181.49205445347883, 21.084183065391848], [181.49205445347883, 59.58418306539185], [61.99205445347882, 60.08418306539185], [-59.00794554652118, 59.08418306539185], [-60.50794554652118, 19.084183065391848], [-60.50794554652118, -19.415816934608152], [58.99205445347882, -19.915816934608152]]"
"[[0.0, 0.5], [119.5, 0.0], [121.0, 40.0], [0.0, 39.0]]","[[0.0, 155.0], [0.0, 59.5], [192.0, 0.0], [192.0, 35.0], [379.5, 34.5], [379.0, 155.0]]","[[60.49205445347882, 20.084183065391848], [60.49205445347882, 115.58418306539184], [-131.50794554652117, 175.08418306539184], [-252.50794554652117, 174.08418306539184], [-252.50794554652117, 140.4068497320585], [-319.00794554652117, 140.58418306539184], [-440.00794554652117, 139.58418306539184], [-440.00794554652117, 101.08418306539184], [-439.50794554652117, -19.415816934608152], [-320.00794554652117, -19.915816934608152], [58.99205445347882, -19.915816934608152]]"
"[[0.0, 0.5], [119.5, 0.0], [121.0, 40.0], [0.0, 39.0]]","[[0.0, 126.0], [0.0, 37.5], [75.0, 0.0], [74.0, 87.5]]","[[60.49205445347882, 20.084183065391848], [60.49205445347882, 108.58418306539184], [-14.507945546521178, 146.08418306539184], [-135.50794554652117, 145.08418306539184], [-135.50794554652117, 106.58418306539184], [-134.50794554652117, 19.084183065391848], [-60.50794554652118, -19.415816934608152], [58.99205445347882, -19.915816934608152]]"
"[[0.0, 0.5], [119.5, 0.0], [121.0, 40.0], [0.0, 39.0]]","[[426.0, 206.0], [251.5, 207.0], [193.5, 225.5], [177.5, 252.5], [150.0, 225.5], [22.5, 162.5], [0.0, 110.5], [0.0, 77.0], [27.5, 26.5], [72.5, 8.0], [164.5, 12.5], [203.5, 17.5], [269.5, 19.0], [298.5, 25.5], [334.0, 10.0], [368.0, 0.0], [392.0, 1.5], [424.5, 97.0]]","[[86.49205445347883, 7.084183065391848], [213.99205445347883, 70.08418306539184], [236.49205445347883, 122.08418306539184], [237.99205445347883, 162.08418306539184], [237.99205445347883, 195.58418306539184], [210.49205445347883, 246.08418306539184], [165.49205445347883, 264.58418306539187], [44.49205445347882, 263.58418306539187], [-47.50794554652118, 259.08418306539187], [-78.80270257976926, 255.0720347277959], [-96.00794554652117, 262.58418306539187], [-130.00794554652117, 272.58418306539187], [-251.00794554652117, 271.58418306539187], [-275.00794554652117, 270.08418306539187], [-307.50794554652117, 174.58418306539184], [-309.00794554652117, 65.58418306539184], [-309.00794554652117, 27.084183065391848], [-134.50794554652117, 26.084183065391848], [-76.50794554652117, 7.584183065391848], [-60.50794554652118, -19.415816934608152], [58.99205445347882, -19.915816934608152]]"
"[[0.0, 0.5], [119.5, 0.0], [121.0, 40.0], [0.0, 39.0]]","[[0.0, 116.0], [413.5, 0.0], [447.0, 10.0], [487.5, 129.0], [548.5, 130.0], [501.5, 250.0], [442.0, 231.5], [422.5, 226.5], [380.5, 245.0], [366.0, 273.5], [347.0, 272.0], [308.0, 238.5], [269.5, 207.0], [0.0, 213.0]]","[[77.99205445347883, -18.415816934608152], [116.99205445347883, 15.084183065391848], [152.92141427687838, 44.480932011809664], [305.49205445347883, 41.08418306539185], [424.99205445347883, 40.58418306539185], [426.49205445347883, 80.58418306539184], [426.49205445347883, 177.58418306539184], [12.992054453478822, 293.58418306539187], [-108.00794554652117, 292.58418306539187], [-141.50794554652117, 282.58418306539187], [-182.00794554652117, 163.58418306539184], [-243.00794554652117, 162.58418306539184], [-243.00794554652117, 124.08418306539184], [-196.00794554652117, 4.084183065391848], [-76.50794554652117, 3.584183065391848], [-72.79676937544176, 4.738078177408141], [-60.50794554652118, -19.415816934608152], [58.99205445347882, -19.915816934608152]]"
"[[0.0, 0.5], [119.5, 0.0], [121.0, 40.0], [0.0, 39.0]]","[[75.5, 213.5], [48.5, 133.0], [0.0, 129.5], [37.5, 14.0], [63.0, 10.5], [95.5, 30.5], [135.5, 25.0], [158.0, 32.0], [179.5, 5.0], [218.0, 3.0], [221.0, 21.5], [347.0, 37.5], [363.0, 21.0], [545.5, 0.0], [547.0, 105.5], [516.5, 104.0], [493.5, 173.0], [463.0, 196.5]]","[[85.99205445347883, 60.58418306539185], [134.49205445347883, 64.08418306539184], [135.99205445347883, 104.08418306539184], [98.49205445347883, 219.58418306539184], [72.99205445347883, 223.08418306539184], [-38.39528019757788, 222.16362658067237], [-43.50794554652118, 228.58418306539184], [-82.00794554652117, 230.58418306539184], [-203.00794554652117, 229.58418306539184], [-206.00794554652117, 211.08418306539184], [-223.41051513966892, 208.87433295832545], [-227.00794554652117, 212.58418306539184], [-409.50794554652117, 233.58418306539184], [-530.5079455465212, 232.58418306539184], [-532.0079455465212, 127.08418306539184], [-532.0079455465212, 88.58418306539184], [-500.9646494571357, 88.45429479723543], [-478.50794554652117, 21.084183065391848], [-448.00794554652117, -2.415816934608152], [-60.50794554652118, -19.415816934608152], [58.99205445347882, -19.915816934608152]]"
"[[0.0, 0.5], [119.5, 0.0], [121.0, 40.0], [0.0, 39.0]]","[[0.0, 0.0], [372.5, 12.0], [309.5, 98.0], [295.0, 138.0], [261.0, 130.0], [3.0, 141.0]]","[[60.49205445347882, 20.084183065391848], [63.49205445347882, 161.08418306539184], [-57.50794554652118, 160.08418306539184], [-430.00794554652117, 148.08418306539184], [-430.00794554652117, 109.58418306539184], [-367.00794554652117, 23.584183065391848], [-352.50794554652117, -16.415816934608152], [-233.00794554652117, -16.915816934608152], [-215.54075932830952, -12.805890765617177], [-60.50794554652118, -19.415816934608152], [58.99205445347882, -19.915816934608152]]"
"[[0.0, 155.0], [0.0, 59.5], [192.0, 0.0], [192.0, 35.0], [379.5, 34.5], [379.0, 155.0]]","[[5.0, 57.5], [239.0, 56.5], [363.5, 10.5], [428.0, 22.0], [465.0, 23.5], [524.5, 0.0], [548.5, 147.5], [539.0, 198.0], [0.0, 203.5]]","[[0.348612237082051, -57.96271231636233], [187.84861223708205, -58.46271231636233], [187.34861223708205, 62.03728768363767], [182.34861223708205, 208.03728768363766], [-51.65138776291795, 209.03728768363766], [-176.15138776291795, 255.03728768363766], [-310.56628137993914, 255.03728768363766], [-337.1513877629179, 265.53728768363766], [-716.1513877629179, 265.53728768363766], [-740.1513877629179, 118.03728768363767], [-740.1513877629179, 22.537287683637672], [-730.6513877629179, -27.962712316362328], [-538.6513877629179, -87.46271231636233], [0.348612237082051, -92.96271231636233]]"
"[[0.0, 155.0], [0.0, 59.5], [192.0, 0.0], [192.0, 35.0], [379.5, 34.5], [379.0, 155.0]]","[[0.0, 0.0], [158.0, 1.0], [158.0, 137.0], [0.0, 137.5]]","[[0.348612237082051, -57.96271231636233], [187.84861223708205, -58.46271231636233], [187.84861223708205, 79.03728768363767], [187.34861223708205, 199.53728768363766], [-191.65138776291795, 199.53728768363766], [-349.6513877629179, 198.53728768363766], [-349.6513877629179, 103.03728768363767], [-349.6513877629179, 62.53728768363767], [-349.6513877629179, -32.96271231636233], [-157.65138776291795, -92.46271231636233], [0.348612237082051, -92.96271231636233]]"
"[[0.0, 155.0], [0.0, 59.5], [192.0, 0.0], [192.0, 35.0], [379.5, 34.5], [379.0, 155.0]]","[[0.0, 0.5], [119.5, 0.0], [121.0, 40.0], [0.0, 39.0]]","[[121.34861223708205, -91.96271231636233], [121.34861223708205, -58.285378983029], [187.84861223708205, -58.46271231636233], [308.8486122370821, -57.46271231636233], [308.8486122370821, -18.962712316362328], [308.3486122370821, 101.53728768363767], [188.84861223708205, 102.03728768363767], [-190.15138776291795, 102.03728768363767], [-191.65138776291795, 62.03728768363767], [-191.65138776291795, -33.46271231636233], [0.348612237082051, -92.96271231636233]]"
"[[0.0, 155.0], [0.0, 59.5], [192.0, 0.0], [192.0, 35.0], [379.5, 34.5], [379.0, 155.0]]","[[0.0, 155.0], [0.0, 59.5], [192.0, 0.0], [192.0, 35.0], [379.5, 34.5], [379.0, 155.0]]","[[0.348612237082051, -58.46271231636233], [187.84861223708205, -58.46271231636233], [187.84861223708205, 37.03728768363767], [187.34861223708205, 157.53728768363766], [-4.651387762917949, 217.03728768363766], [-383.6513877629179, 217.03728768363766], [-383.6513877629179, 182.53728768363766], [-571.1513877629179, 182.53728768363766], [-571.1513877629179, 87.03728768363767], [-570.6513877629179, -33.46271231636233], [-378.6513877629179, -92.96271231636233], [0.348612237082051, -92.96271231636233]]"
"[[0.0, 155.0], [0.0, 59.5], [192.0, 0.0], [192.0, 35.0], [379.5, 34.5], [379.0, 155.0]]","[[0.0, 126.0], [0.0, 37.5], [75.0, 0.0], [74.0, 87.5]]","[[0.348612237082051, -57.96271231636233], [187.84861223708205, -58.46271231636233], [187.84861223708205, 30.037287683637672], [187.34861223708205, 150.53728768363766], [112.34861223708205, 188.03728768363766], [-266.6513877629179, 188.03728768363766], [-266.6513877629179, 92.53728768363767], [-265.6513877629179, 5.037287683637672], [-191.65138776291795, -33.46271231636233], [0.348612237082051, -92.96271231636233]]"
"[[0.0, 155.0], [0.0, 59.5], [192.0, 0.0], [192.0, 35.0], [379.5, 34.5], [379.0, 155.0]]","[[426.0, 206.0], [251.5, 207.0], [193.5, 225.5], [177.5, 252.5], [150.0, 225.5], [22.5, 162.5], [0.0, 110.5], [0.0, 77.0], [27.5, 26.5], [72.5, 8.0], [164.5, 12.5], [203.5, 17.5], [269.5, 19.0], [298.5, 25.5], [334.0, 10.0], [368.0, 0.0], [392.0, 1.5], [424.5, 97.0]]","[[27.84861223708205, -65.96271231636233], [43.80456424213415, -58.07859485504247], [187.84861223708205, -58.46271231636233], [215.34861223708205, -31.462712316362328], [342.8486122370821, 31.537287683637672], [365.3486122370821, 83.53728768363767], [365.3486122370821, 117.03728768363767], [364.8486122370821, 237.53728768363766], [337.3486122370821, 288.03728768363766], [292.3486122370821, 306.53728768363766], [24.048612237082096, 306.53728768363766], [-3.151387762917949, 314.53728768363766], [-382.1513877629179, 314.53728768363766], [-406.1513877629179, 313.03728768363766], [-438.6513877629179, 217.53728768363766], [-440.1513877629179, 108.53728768363767], [-440.1513877629179, 13.037287683637672], [-248.15138776291795, -46.46271231636233], [-147.8469572744848, -47.03752280626739], [0.348612237082051, -92.96271231636233]]"
